wallet,score,wins,losses,samples,winrate,wlb,seen,last_seen_ts,last_seen_utc,blue_txs,beluga_txs,whale_score
BnbtxyUbTxavNPznYnXrVJFTTgRzZcyxwxtSrCFBoAL2,-10,3,7,10,0.3,0.10778928748621182,12,1767563169,2026-01-04T21:46:09,0,0,0.0
R8ScfK1qP6qEaLLE7TYQ2cFSdqTiLzUj8EvCUTBh2jZ,-10,2,6,8,0.25,0.07147768885802765,14,1767538783,2026-01-04T14:59:43,0,0,0.0
GTvK9pKpmosbmTa5aZ8UsmJx2Bea9be5TmTwcrNAWiLr,-10,2,6,8,0.25,0.07147768885802765,24,1767543253,2026-01-04T16:14:13,0,0,0.0
7XtAHRiRTYBcXBKrEXghTE6axXnPfihHWiUY7XN2x7Ww,-10,2,6,8,0.25,0.07147768885802765,14,1767561984,2026-01-04T21:26:24,0,0,0.0
HvhPUfib2jYy39uYjNF6dZnYuV3hJx5Abw9PG2YWCRYh,-10,2,6,8,0.25,0.07147768885802765,36,1767562832,2026-01-04T21:40:32,0,0,0.0
1ywCXtaFtpVRMEB9Cmkr8znMVYe8wx2B1MnK4YovuYh,-10,2,6,8,0.25,0.07147768885802765,17,1767563706,2026-01-04T21:55:06,0,1,0.0
4HaLJWd2krrcVd7KZqzpLY83nr24QyCSC5pitHmjRKQD,-12,7,14,21,0.3333333333333333,0.17194536432683688,45,1767541742,2026-01-04T15:49:02,0,0,0.0
BKNo2nNQFAk8E52DL5Cd2ZgajeacCntkwY1PvJ3tBau4,-12,4,9,13,0.3076923076923077,0.1268049716161809,21,1767508798,2026-01-04T06:39:58,0,0,0.0
7HxcuH4pnqb6yBBMg7P1wJeK1zVa9tbgc93jUgaWVdye,-12,4,9,13,0.3076923076923077,0.1268049716161809,19,1767522874,2026-01-04T10:34:34,0,0,0.0
4UJQNejcNErLquvE6Qzwg3C2NGfGhXqG5k4uUd7WSQqr,-12,4,9,13,0.3076923076923077,0.1268049716161809,17,1767508798,2026-01-04T06:39:58,0,0,0.0
Gm3rED2RVzPi2UDTckUYzzY7xzGTXAujSLSEDY7EuD8q,-12,4,9,13,0.3076923076923077,0.1268049716161809,16,1767508798,2026-01-04T06:39:58,0,0,0.0
9X2pNxgiPgoY6eeasuaeMo94ETDwyzKnDy8qnmDiZZPy,-12,4,9,13,0.3076923076923077,0.1268049716161809,53,1767563438,2026-01-04T21:50:38,0,0,0.0
KZUoeqr8aUTVPqC4wrijvZSSvzTuHhXJC9bcBTBobbY,-12,4,9,13,0.3076923076923077,0.1268049716161809,37,1767563701,2026-01-04T21:55:01,0,1,0.0
GMpDbNzScF6aj24mCDogiNRHzTQDMQEuN42bvBDapPka,-12,4,9,13,0.3076923076923077,0.1268049716161809,46,1767563733,2026-01-04T21:55:33,0,0,0.0
DqxFN7cbqQq5JHkwKK6T4158JBBi1KMC5MDiUaKr4WmN,-12,4,9,13,0.3076923076923077,0.1268049716161809,20,1767563176,2026-01-04T21:46:16,0,0,0.0
9droVjmGScHFcathhkfwQRsjmQ31mdLM2MtLxfpXFDSr,-12,3,8,11,0.2727272727272727,0.09745880573921469,32,1767562609,2026-01-04T21:36:49,0,0,0.0
5LHeuffAzuCnUGtKrujYzz3SiX6SBCzSvhjLemWExniV,-12,3,9,12,0.25,0.08894003962896137,29,1767563686,2026-01-04T21:54:46,0,7,-3.0
GUNgdUEwYo28wU1gJnzpqFZaHDfQWDeQh9CLjsmc2T64,-12,2,6,8,0.25,0.07147768885802765,10,1767559658,2026-01-04T20:47:38,0,0,0.0
8BCQsxKjwjayK6s9BV17T1s7xWnzhYPid5osy4wpu69x,-12,2,6,8,0.25,0.07147768885802765,16,1767535438,2026-01-04T14:03:58,0,0,0.0
DmRTmxMY2EqXvcdYyiutUDECdWG8bahTACzB1f9FXBb4,-12,2,6,8,0.25,0.07147768885802765,8,1767507542,2026-01-04T06:19:02,0,0,0.0
qkxBn6125QhRVLrNoqi8QgK1oh29xXbxs3MPUxitB2a,-12,2,6,8,0.25,0.07147768885802765,9,1767507986,2026-01-04T06:26:26,0,0,0.0
J95u4eKxvn6boS67smen4hYuBgBwMyHKcrP9iSjhJtUX,-12,2,6,8,0.25,0.07147768885802765,11,1767506456,2026-01-04T06:00:56,0,0,0.0
7oVK9uPLfcqtuhUoCywvEQwkGQPhGZ212dheoqfcGY2B,-12,2,6,8,0.25,0.07147768885802765,14,1767562569,2026-01-04T21:36:09,0,0,0.0
HV4dVm4ecv2muAYxMRcyctPnpFzoJ58ZmsyyP1BUxPeQ,-12,2,6,8,0.25,0.07147768885802765,10,1767521861,2026-01-04T10:17:41,0,0,0.0
GK1nYYZo7S91quJ7LNMvgKyJSANYyns1V15KhDFkg9CK,-12,2,6,8,0.25,0.07147768885802765,8,1767508606,2026-01-04T06:36:46,0,0,0.0
HdrYhTBAYnVP1bFsSSv9Z56mXCp3poCWHbReeKcNnAWT,-12,2,6,8,0.25,0.07147768885802765,11,1767561951,2026-01-04T21:25:51,0,0,0.0
FcMFYVo7fjyzMX4xBzYwhqpWSidfv8mzTaf15t2Eb8NP,-12,2,6,8,0.25,0.07147768885802765,14,1767537661,2026-01-04T14:41:01,0,0,0.0
DQApNebkK5wCmy92T5c4Z9NePWjP7dC4avpLMzuxadxR,-12,2,6,8,0.25,0.07147768885802765,34,1767562744,2026-01-04T21:39:04,0,0,0.0
33Nw5fZepp6mKspv2fhpiNcbEojwFPXEtt5dSPMP3vED,-12,2,6,8,0.25,0.07147768885802765,13,1767532621,2026-01-04T13:17:01,0,0,0.0
B8LPWpeff1gCxDD8bFHGi5krCx3MkBJmz3vAb9Q7xrXi,-12,2,6,8,0.25,0.07147768885802765,18,1767538270,2026-01-04T14:51:10,0,0,0.0
GXp38PaLBayLEifPhwQR3LVYVAZwSGFqgwuCJD1mBgWv,-12,2,6,8,0.25,0.07147768885802765,10,1767562245,2026-01-04T21:30:45,0,0,0.0
3PFexgCJ1M2nWawjzbbCY3gYTAMcS37Gys2Lm5KkRw9S,-12,2,6,8,0.25,0.07147768885802765,10,1767507479,2026-01-04T06:17:59,0,0,0.0
FvkDd1ZajStWiS9sq1xYu5u7me2wBJbtA9crbf31gpsK,-12,2,6,8,0.25,0.07147768885802765,69,1767544869,2026-01-04T16:41:09,0,0,0.0
mfDaT4TVAzczesHnyQXXwD6Wi6vrJ7P7rYvhdxmrsGc,-12,2,6,8,0.25,0.07147768885802765,22,1767562717,2026-01-04T21:38:37,0,2,0.0
5cKHcKWyuP8bLVPgTRNs3aZVwEQsQeZjcAsAJyxw1Qf4,-12,2,6,8,0.25,0.07147768885802765,13,1767562864,2026-01-04T21:41:04,0,0,0.0
9z4xMuFqqxTvb6h5WaAfdRQGE2kyZcLLmzEsSr3LWtpV,-12,2,6,8,0.25,0.07147768885802765,12,1767505252,2026-01-04T05:40:52,0,0,0.0
BCxBXG5URythddcidqhegFQTgEGkMnr4uvF8kmbYLLAR,-12,2,6,8,0.25,0.07147768885802765,18,1767498169,2026-01-04T03:42:49,0,0,0.0
E9YdL8nzrq54K8zWJhy8ytRDQiDZYGR1wopyVsWwZ2jT,-12,2,6,8,0.25,0.07147768885802765,9,1767508798,2026-01-04T06:39:58,0,0,0.0
7m2Wsak9vdQp83xN537BNFCUZ2NYXpb5vP9VLGFJLMc8,-12,2,6,8,0.25,0.07147768885802765,9,1767508638,2026-01-04T06:37:18,0,0,0.0
GxdT6aWWz7q8txCk5DbKDCFep13CEUUYL2idWxL2w2EN,-12,2,6,8,0.25,0.07147768885802765,16,1767541559,2026-01-04T15:45:59,0,0,0.0
4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU,-12,2,6,8,0.25,0.07147768885802765,10,1767508927,2026-01-04T06:42:07,0,0,0.0
4gbwZsGjUy7JYteBqP2JayRnX7WZuEX6oii7ZnMQskAN,-12,2,6,8,0.25,0.07147768885802765,10,1767505885,2026-01-04T05:51:25,0,0,0.0
B1anaAzDSuu8WtFtgf8mTey3ho8Lne3nhTwpFq2zcEah,-12,2,6,8,0.25,0.07147768885802765,12,1767505252,2026-01-04T05:40:52,0,0,0.0
2nZHv5xhgb4qSeqxMXZe22Aecu7T3mHuP8vpnSoz8dKC,-12,2,6,8,0.25,0.07147768885802765,8,1767505885,2026-01-04T05:51:25,0,0,0.0
AWYADd1AreisBEHehH8SWCwdTi39ZenUc8wjfPXDNfyG,-12,2,6,8,0.25,0.07147768885802765,22,1767563745,2026-01-04T21:55:45,0,0,0.0
2tWpBrPeJJfnznZ7m9iYyKcCZyjJVW2uNzvpJ45QS914,-12,2,6,8,0.25,0.07147768885802765,14,1767562830,2026-01-04T21:40:30,0,0,0.0
BPZr9HbExXUfgXVSkKrCWxRATQfsXUrFFHUz6TEwdKys,-12,2,6,8,0.25,0.07147768885802765,8,1767508606,2026-01-04T06:36:46,0,0,0.0
BojZ5ws7jVL4XTipTPcpX8EfofpVVzEysroiV95bL6Hq,-12,2,6,8,0.25,0.07147768885802765,10,1767522210,2026-01-04T10:23:30,0,0,0.0
EPnmNFAFKhyqEjS6Jw4etA3B37QwKtfXPsMzA63geijr,-12,2,6,8,0.25,0.07147768885802765,13,1767506519,2026-01-04T06:01:59,0,0,0.0
5ruP877fu8sBshx9inDeHsVLjnJtgVBTbjnbupeDHYHH,-12,2,6,8,0.25,0.07147768885802765,40,1767543993,2026-01-04T16:26:33,0,1,0.0
5su9sM2ECPmVdk5mckr4mMmCh75joaCRYWsKKsoVuNr3,-12,2,6,8,0.25,0.07147768885802765,11,1767522776,2026-01-04T10:32:56,0,0,0.0
BvfxRzbUgCB3htYHkw9DocRJGd5LELLTmQKqUjoP695i,-12,2,6,8,0.25,0.07147768885802765,9,1767505630,2026-01-04T05:47:10,0,0,0.0
Bi3CzdV8DVFXrwuK2cVMRM2yamo1dNQyG8wDV9bApcAJ,-12,2,6,8,0.25,0.07147768885802765,13,1767505252,2026-01-04T05:40:52,0,0,0.0
CjLVsvm3n6URHHaySs6xpJcnCgins4z8DJZS4xSyFq5s,-12,2,6,8,0.25,0.07147768885802765,9,1767507542,2026-01-04T06:19:02,0,0,0.0
2EsjTosWtwtj3rHvWAu6qfTZxyWtsiYgHgpmeUnDZDVY,-12,2,6,8,0.25,0.07147768885802765,10,1767508638,2026-01-04T06:37:18,0,0,0.0
7TrHNxLxA2bv6BAoP1gB5mAQNsn8DffzTfmF5ifdcD8V,-12,2,6,8,0.25,0.07147768885802765,10,1767508798,2026-01-04T06:39:58,0,0,0.0
3okh1Dpacv63iPKyqapoactT29LQ2w6qWSm2H6Tpt3kV,-12,2,6,8,0.25,0.07147768885802765,11,1767508606,2026-01-04T06:36:46,0,0,0.0
BL4KAfFeacY9ye1sF9BwzRVhTYMigPCTzMsyJ9hw1XYT,-12,2,6,8,0.25,0.07147768885802765,12,1767538504,2026-01-04T14:55:04,0,0,0.0
5Tz1cuHC6hymX2WKLvEPA3fe2qBHLKgYxb4bgYwc1kdx,-12,2,6,8,0.25,0.07147768885802765,8,1767506173,2026-01-04T05:56:13,0,0,0.0
9FSQ5FQ6VufMh2h5mhh7KpTKXwJKuvvhQA5j1pDkuFtQ,-12,2,6,8,0.25,0.07147768885802765,16,1767541959,2026-01-04T15:52:39,0,0,0.0
7zhxYkE5N9gxkVwjVYtkN1bGAQNT8vvnpJd9ghVCdJgY,-12,2,6,8,0.25,0.07147768885802765,15,1767536120,2026-01-04T14:15:20,0,0,0.0
7CmBQqR77YXVGjPWxPPpabPZ8Qstar55uS46Wikd6XhT,-12,2,6,8,0.25,0.07147768885802765,8,1767505630,2026-01-04T05:47:10,0,0,0.0
DgKhYaTBTHFYKWPBzeW4QLP7wEY19QUJribvZnKw9TqP,-12,2,6,8,0.25,0.07147768885802765,12,1767559701,2026-01-04T20:48:21,0,0,0.0
xXpRSpAe1ajq4tJP78tS3X1AqNwJVQ4Vvb1Swg4hHQh,-12,2,6,8,0.25,0.07147768885802765,21,1767536499,2026-01-04T14:21:39,0,0,0.0
646LTAmdBN2aZ28vCwVG631kjtJ1MsK73fZgN1UnyZaX,-12,2,6,8,0.25,0.07147768885802765,12,1767546896,2026-01-04T17:14:56,0,0,0.0
7BcigMSvyrY9Ppai3pgYYmoRah4HTyCn8do3sDjJUUbn,-12,2,6,8,0.25,0.07147768885802765,9,1767507986,2026-01-04T06:26:26,0,0,0.0
AQr1c4qcnNTu6KVWK1rfTTCRqWv4gUTj3HRp6ciGCoJ8,-12,2,6,8,0.25,0.07147768885802765,34,1767563610,2026-01-04T21:53:30,0,0,0.0
22orbRrQcob3TESNYzPsdoe6Sy4pq2ffUcB1rRwBPfiv,-12,2,6,8,0.25,0.07147768885802765,13,1767534480,2026-01-04T13:48:00,0,0,0.0
FS1rusADceDQp7nAiAeNzeZGnq1Bs6CHEmwmzW6Af6Gx,-12,2,6,8,0.25,0.07147768885802765,10,1767527474,2026-01-04T11:51:14,0,0,0.0
BFSuU6t5oezq6W9BQ76wu2iPL2gdGUjq4NR8486JiyLG,-12,2,6,8,0.25,0.07147768885802765,13,1767546431,2026-01-04T17:07:11,0,0,0.0
3C83ZXTNgEJW72B998v1k1MrenVCQePpzS988i8wGzzD,-12,2,6,8,0.25,0.07147768885802765,9,1767507542,2026-01-04T06:19:02,0,0,0.0
6VoYZAYpVYmDfYG3g2BNHUCXVYsRUna6dhVrcYaQRFWW,-12,2,6,8,0.25,0.07147768885802765,12,1767561632,2026-01-04T21:20:32,0,0,0.0
GSiwYEDBQFZzPuDhrPPNtbVEXPmMiL7coW9uPKkch5Rx,-12,2,6,8,0.25,0.07147768885802765,8,1767507986,2026-01-04T06:26:26,0,0,0.0
MkF2BCHbRRck3DyZ9oKMusAittYLCyTQ37oKmtCAVF7,-12,2,6,8,0.25,0.07147768885802765,12,1767559390,2026-01-04T20:43:10,0,0,0.0
DhmwNixFqLckxrwp8uRyjsuYFFanrkGEbDtAXDs7rpV,-12,2,6,8,0.25,0.07147768885802765,10,1767507542,2026-01-04T06:19:02,0,0,0.0
9bEoKs1dgdMvaCnkDmg4Y7yFJ15cH568wn29d74pbLx7,-12,2,6,8,0.25,0.07147768885802765,11,1767508052,2026-01-04T06:27:32,0,0,0.0
1vbWrqF9W7vMZXjR1zweVEEAGH2geA83aHRcibhmgFH,-12,2,6,8,0.25,0.07147768885802765,9,1767508052,2026-01-04T06:27:32,0,0,0.0
Fw7LpJNgr2974P2gYbWzc3keKZ5xs3X2KxJNeYpWZoP9,-12,2,6,8,0.25,0.07147768885802765,10,1767508927,2026-01-04T06:42:07,0,0,0.0
6uLe7Zwq5yx44bpcxWQoFbBhE51mYDHphRXKsadYVpPb,-12,2,6,8,0.25,0.07147768885802765,11,1767507542,2026-01-04T06:19:02,0,0,0.0
2pb1yVgxuWg8Qy72ZwfA2FRvnvsaMqyzoYhrzEfj717p,-12,2,6,8,0.25,0.07147768885802765,9,1767508798,2026-01-04T06:39:58,0,0,0.0
E1wqaipcxcBRtHn2WsvVRrN2qGhpkgHeJp8EWiyqJLJ2,-12,2,6,8,0.25,0.07147768885802765,9,1767507542,2026-01-04T06:19:02,0,0,0.0
XH5Avg41vWndE142dZuBvf1sgpEZK8ZgGmzrqtT49bD,-14,5,11,16,0.3125,0.14164435051961052,23,1767562653,2026-01-04T21:37:33,0,0,0.0
HwAe3WAuiMQnHqJod4gtXchdQTB7aQ3PrH6zw7fuwCC3,-14,3,8,11,0.2727272727272727,0.09745880573921469,27,1767563744,2026-01-04T21:55:44,0,0,0.0
6eQDp4nn3vLnPm2hchrjuSnSnkzub2tega7rZhyHPuRd,-14,3,8,11,0.2727272727272727,0.09745880573921469,16,1767531678,2026-01-04T13:01:18,0,0,0.0
66NxTHtmk4jDznzeYLSJu7hR15KniraGDqTao1PPhmdS,-14,3,8,11,0.2727272727272727,0.09745880573921469,21,1767544608,2026-01-04T16:36:48,0,0,0.0
6HV1AYc8iS5Sjz88mzQy8kPf4x9nz2wsNyXKRGkuZg6U,-14,3,8,11,0.2727272727272727,0.09745880573921469,13,1767507986,2026-01-04T06:26:26,0,0,0.0
272V21UdTbTfqU5rdU8yjbQJR6RfYJqvdCatc6Dx1sYD,-14,3,8,11,0.2727272727272727,0.09745880573921469,16,1767537706,2026-01-04T14:41:46,0,0,0.0
G3fsaCVgHST6HvQfwbcrgrttfT8TRxamrjv2Fc9nEmfB,-14,3,8,11,0.2727272727272727,0.09745880573921469,12,1767507986,2026-01-04T06:26:26,0,0,0.0
7vQyhYkVpjpS6jkxZRrPvu3XnJo9LgcGUswKaJLom815,-14,3,8,11,0.2727272727272727,0.09745880573921469,17,1767562459,2026-01-04T21:34:19,0,0,0.0
J6qCDPNsuh4kkx2sqPUpwskEzuJXUBdapvocN7LYjp92,-14,3,8,11,0.2727272727272727,0.09745880573921469,12,1767507542,2026-01-04T06:19:02,0,0,0.0
3aamzojiqvmvPHDkqbMZm7yN3nvQu2vZkr7eUwx4enao,-14,3,8,11,0.2727272727272727,0.09745880573921469,17,1767537086,2026-01-04T14:31:26,0,0,0.0
4LvcqJKABm86tDgx5DKoLgkKDPYyqoP4GwXq5kik554v,-14,3,8,11,0.2727272727272727,0.09745880573921469,17,1767562873,2026-01-04T21:41:13,0,0,0.0
7Nt5HFpWzDfcvQLRmdRPkvDdq68n821wP1AGaWyqiAL6,-14,3,8,11,0.2727272727272727,0.09745880573921469,28,1767544417,2026-01-04T16:33:37,0,0,0.0
AK7Cz2VPuFBRM78poauzhZyT8FdvCYwChQ2wJL6PeSZh,-14,3,8,11,0.2727272727272727,0.09745880573921469,17,1767563446,2026-01-04T21:50:46,0,0,0.0
2mmkmwG7rC9xiM5dn2iUrPLXuHt9MaTeSBwZ7unQdFFN,-14,3,8,11,0.2727272727272727,0.09745880573921469,12,1767508638,2026-01-04T06:37:18,0,0,0.0
DpgNpCwGonozW8MX8VHXBjzraZ4Q8Pgzf1pHS2bXJBG2,-14,3,8,11,0.2727272727272727,0.09745880573921469,12,1767507542,2026-01-04T06:19:02,0,0,0.0
7X4HK9wrNEyAr7NjjzQnVMHs3UfSgiJ7GtmgwVfK6eAa,-14,3,8,11,0.2727272727272727,0.09745880573921469,16,1767523345,2026-01-04T10:42:25,0,0,0.0
FkhLC2QQJ84x2UECvGBn1VgGACpNELXuNe5JD65zcTzP,-14,3,8,11,0.2727272727272727,0.09745880573921469,15,1767563608,2026-01-04T21:53:28,0,0,0.0
Hi6GsesTaY32XPL57iGSjQvQRDkQmWvkuHvT2seYTSTB,-14,3,8,11,0.2727272727272727,0.09745880573921469,21,1767563325,2026-01-04T21:48:45,0,0,0.0
4Fvz8L8kdxrYTDbQLsE7Nd2nb7H6fgiTF2YwNPzwuTvT,-14,3,8,11,0.2727272727272727,0.09745880573921469,20,1767562480,2026-01-04T21:34:40,0,0,0.0
6G8Cu53PRgm5aPHxMaZRguYHJfaNxmnmgoR129cKMvJk,-14,3,8,11,0.2727272727272727,0.09745880573921469,43,1767563663,2026-01-04T21:54:23,0,0,0.0
Cn1D4X2RcLdAAhTx5pJg63jCWJ8WDMu2NM7zxemziBbZ,-14,3,8,11,0.2727272727272727,0.09745880573921469,21,1767563054,2026-01-04T21:44:14,0,0,0.0
7P5RcpW5m1CF71tF9gWHZ6pbiF8qDrP1EJS2yCEki8c3,-14,3,8,11,0.2727272727272727,0.09745880573921469,16,1767508798,2026-01-04T06:39:58,0,0,0.0
85JDdvGDxwsJK1WxSfDUg44FMjXXpgs8TXtzM5Z4Z8SJ,-14,2,7,9,0.2222222222222222,0.0632237623122272,34,1767563597,2026-01-04T21:53:17,0,0,0.0
9jkpNEubGrnSH9GCoTzyZDZmg8xNSfy4WooTDSMeR8MA,-14,2,7,9,0.2222222222222222,0.0632237623122272,24,1767535556,2026-01-04T14:05:56,0,0,0.0
8rv7QHScy1cX4F9HHsUjn5fdY5x79vPyEkhbxJzit6R,-14,2,7,9,0.2222222222222222,0.0632237623122272,50,1767563480,2026-01-04T21:51:20,0,0,0.0
DFa3oJ4yxMKwaPL3jwPKBrbCuXdvTxdRRrVyuGkmz6BU,-16,6,13,19,0.3157894736842105,0.15364171004428598,30,1767561892,2026-01-04T21:24:52,0,0,0.0
NjjUv4GfqyC8rzqFmiKWcoj31qxaVLyQZcB7AYBvbJs,-16,4,10,14,0.2857142857142857,0.11721187910109102,30,1767537011,2026-01-04T14:30:11,0,0,0.0
GyVxJUzGxYfvtrSeJM1THJ2XcPQjP6mDR244nPc5KwNd,-16,4,10,14,0.2857142857142857,0.11721187910109102,14,1767506456,2026-01-04T06:00:56,0,0,0.0
5Kd5C7QanwNTPcmndpJcQhjgPeQRFbNiPo5QqXDai7Lq,-16,4,10,14,0.2857142857142857,0.11721187910109102,19,1767563238,2026-01-04T21:47:18,0,0,0.0
95HYTsxvhFVJ2VLvKNVjmgFzvzHxKxG9KCEXNXNBM29j,-16,4,10,14,0.2857142857142857,0.11721187910109102,18,1767536246,2026-01-04T14:17:26,0,0,0.0
P8E4dcryNgcZqgJGN6L8v7toP97szV3oAZnBuv1kjNH,-16,4,10,14,0.2857142857142857,0.11721187910109102,21,1767562731,2026-01-04T21:38:51,0,0,0.0
z5LcqRvEB7D37fM3tYtTe1pc2vJrTY3o9o8odZ6ADDY,-16,4,10,14,0.2857142857142857,0.11721187910109102,24,1767563569,2026-01-04T21:52:49,0,0,0.0
8aKphj7pVH84mVyMSqu2yQ2EpBk7Ho3up8ch6sea52Su,-16,4,10,14,0.2857142857142857,0.11721187910109102,16,1767507542,2026-01-04T06:19:02,0,0,0.0
21fxddnGykKb9uH9BdJYLH3mXnmejFC5oxP312NfyiWp,-16,3,9,12,0.25,0.08894003962896137,21,1767563610,2026-01-04T21:53:30,0,2,0.0
9LGjXs2u3c9sVtaJDm22EzyhyzQoPjvaFJHs4LJWg9EB,-16,3,9,12,0.25,0.08894003962896137,71,1767561733,2026-01-04T21:22:13,0,0,0.0
7wdMWk5Rehbcv5fsGrV1XgWs8N8TKp1XdjM5MLHkMcPv,-16,2,7,9,0.2222222222222222,0.0632237623122272,15,1767535378,2026-01-04T14:02:58,0,0,0.0
FHwERmPfu4F4wxkEpWsaLfDeGyAPWD2oqNjgUcei2SKU,-16,2,7,9,0.2222222222222222,0.0632237623122272,11,1767508638,2026-01-04T06:37:18,0,0,0.0
E17Grf4ExvxboCUG1EQQP1ZmCYq6G5p48AkjZn9XP41M,-16,2,7,9,0.2222222222222222,0.0632237623122272,15,1767507479,2026-01-04T06:17:59,0,0,0.0
GEqJmkQ8bfiZmW6c57csCRGGPqXgNmqVEcKqMQtomZms,-16,2,7,9,0.2222222222222222,0.0632237623122272,30,1767538484,2026-01-04T14:54:44,0,0,0.0
4dNJYXowBVZATHMyYhRVpADKufyrdusNk2vWUvw1a2ei,-16,2,7,9,0.2222222222222222,0.0632237623122272,17,1767563715,2026-01-04T21:55:15,0,0,0.0
2j3rQmBzQ2JEWAj8jBxqWwaPv2LbKgHn3jqTgEyah6EU,-16,2,7,9,0.2222222222222222,0.0632237623122272,11,1767508798,2026-01-04T06:39:58,0,0,0.0
5dm3pwQoLUqHxgVxyuJZVC8MpRnrGSrjyYbw5tmQigCf,-16,2,7,9,0.2222222222222222,0.0632237623122272,14,1767527769,2026-01-04T11:56:09,0,0,0.0
73ddZ1tL4YDZDqTCvPMNYH7D9w7RF86H8Ne7DRpbjtYP,-16,2,7,9,0.2222222222222222,0.0632237623122272,10,1767505630,2026-01-04T05:47:10,0,0,0.0
J6GF9sxHBpTbgmR8JwLwxTdyzKz2zayH54SJG8CqFdSK,-16,2,7,9,0.2222222222222222,0.0632237623122272,22,1767563712,2026-01-04T21:55:12,0,0,0.0
GWGxnkYQzYGsQEhJSrsxTdTGHSP4G7UzQzP2XEWWwKKX,-16,2,7,9,0.2222222222222222,0.0632237623122272,26,1767535540,2026-01-04T14:05:40,0,0,0.0
2wSqAspjKyy4iJgNQyQVMZQ9Yji2HMgXg4KyBHBtxtvq,-16,2,7,9,0.2222222222222222,0.0632237623122272,23,1767544432,2026-01-04T16:33:52,0,0,0.0
HJMTXh7fQAZmcR184xZTwZXoKTxTiLGMDySU71DHftHe,-16,2,7,9,0.2222222222222222,0.0632237623122272,13,1767528290,2026-01-04T12:04:50,0,0,0.0
3yEYr4Nb6HX4rSM9J25LKbga8QGjxmRsWpNFsLHobdWi,-16,2,7,9,0.2222222222222222,0.0632237623122272,11,1767523221,2026-01-04T10:40:21,0,0,0.0
6sBVV7gSUw3TEJiHXBs7MprqHr4oNpLnzfu4ezYnx3u,-16,2,7,9,0.2222222222222222,0.0632237623122272,23,1767562366,2026-01-04T21:32:46,0,0,0.0
2q8mLo4wAGn4R1GxvD4Bh5pFYT7q7eSZyoSjvtFAvNAf,-16,2,7,9,0.2222222222222222,0.0632237623122272,10,1767507542,2026-01-04T06:19:02,0,0,0.0
3rLJNN2Ec8v2xnt3qmSM6DUP2MrycPFDkSFCcXp8NRng,-16,2,7,9,0.2222222222222222,0.0632237623122272,13,1767561632,2026-01-04T21:20:32,0,0,0.0
6ppPS6S2fnJnTNWk2UogBBUswYJiYD8T2wv5YvhPkMoi,-16,2,7,9,0.2222222222222222,0.0632237623122272,25,1767546980,2026-01-04T17:16:20,0,0,0.0
888ZcGk9Xq5MHtS2avTeHP2ccx2GAyq6dUgVNXX6z888,-16,2,7,9,0.2222222222222222,0.0632237623122272,10,1767523158,2026-01-04T10:39:18,0,0,0.0
JB4wUM3NRJrs8efHhqBLgQGSVDGU84emqo8KQFv2vwM7,-16,2,7,9,0.2222222222222222,0.0632237623122272,85,1767563604,2026-01-04T21:53:24,0,0,0.0
EkpuPUK2B4xNjYfmmNBp3S4AqgUH19G3Kmvd5EtBELaU,-16,2,7,9,0.2222222222222222,0.0632237623122272,10,1767522907,2026-01-04T10:35:07,0,0,0.0
HvQmntLe2PSjGk7QTGtg2YRRnG2W2aPNU92LFraPTt1t,-16,2,7,9,0.2222222222222222,0.0632237623122272,17,1767536479,2026-01-04T14:21:19,0,0,0.0
EV7G5cdmNCmcZP2V5KZ2ze62n1CLkMyoMDpxn9i4yGFg,-16,2,7,9,0.2222222222222222,0.0632237623122272,10,1767507542,2026-01-04T06:19:02,0,0,0.0
CE8zPWwBQn7Gkzj5y7U7PF6km2yAsbhXZ56G38F65VMH,-16,2,7,9,0.2222222222222222,0.0632237623122272,50,1767562337,2026-01-04T21:32:17,0,0,0.0
Hp5UXPR6Je88Wr9Ve3uxYDjiWwZAU2vLWr83mx2dzD39,-16,2,7,9,0.2222222222222222,0.0632237623122272,17,1767521861,2026-01-04T10:17:41,0,0,0.0
8VZz4cT1mpzzPkKMtoDYm6TJMdbStF1byeV4FqwRacn2,-16,2,7,9,0.2222222222222222,0.0632237623122272,18,1767561908,2026-01-04T21:25:08,0,0,0.0
4WcK6j6G7P6h4H3t9bWx8VmFvxNMby2KW89YWfx5Wqse,-16,2,7,9,0.2222222222222222,0.0632237623122272,15,1767535611,2026-01-04T14:06:51,0,0,0.0
F1rEVLpX3kZhD3xiKM79JozAoqaBMfab5s8A7WvF9EVC,-16,2,7,9,0.2222222222222222,0.0632237623122272,10,1767506456,2026-01-04T06:00:56,0,0,0.0
GorFpHd7yDcDNVehuHixTD9TUKe6upHU9GLiXjQyuEF5,-16,2,7,9,0.2222222222222222,0.0632237623122272,9,1767505630,2026-01-04T05:47:10,0,0,0.0
FmdTKLyMqm5TvzrVdd8fto5ezH5HtmVwvHHgKG8iqEGk,-16,2,7,9,0.2222222222222222,0.0632237623122272,13,1767508798,2026-01-04T06:39:58,0,0,0.0
5oQ7B9SSeiZnzzcqsxsGBmDiWg7MEbQ4RnHzrfkViuQH,-16,2,7,9,0.2222222222222222,0.0632237623122272,15,1767544626,2026-01-04T16:37:06,0,0,0.0
